outcome,state_sample,edu_sample,age_sample,pre_period,ctrl_demo,ctrl_unemp,ctrl_mw,tau,se,ci_lower,ci_upper,n_obs,pre_mean,significant
full_time_y,No EITC Change,Low Education,Age 20-64,Excl. 2010-11,1,1,1,-4.1368852,.53977638,-5.1948471,-3.0789237,513028,49.804935,1
full_time_y,No EITC Change,Low Education,Age 20-64,Excl. 2010-11,0,1,1,-3.6897094,.64360124,-4.9511681,-2.428251,678400,49.804935,1
full_time_y,No EITC Change,Low Education,Age 20-64,Excl. 2010-11,1,0,1,-4.0815449,.44921231,-4.9620008,-3.2010887,513028,49.804935,1
full_time_y,No EITC Change,Low Education,Age 20-64,Excl. 2010-11,0,0,1,-3.3460114,.62616563,-4.5732961,-2.1187267,678400,49.804935,1
full_time_y,No EITC Change,Low Education,Age 20-64,Excl. 2010-11,1,1,0,-2.7071223,.66146874,-4.0036011,-1.4106437,513028,49.804935,1
full_time_y,No EITC Change,Low Education,Age 20-64,Excl. 2010-11,0,1,0,-2.5544333,.57851315,-3.6883192,-1.4205476,678400,49.804935,1
full_time_y,No EITC Change,Low Education,Age 20-64,Excl. 2010-11,1,0,0,-2.4337318,.45114139,-3.3179688,-1.5494947,513028,49.804935,1
full_time_y,No EITC Change,Low Education,Age 20-64,Excl. 2010-11,0,0,0,-1.9524285,.42058036,-2.7767658,-1.1280909,678400,49.804935,1
full_time_y,No EITC Change,Low Education,Age 20-49,Excl. 2010-11,1,1,1,-4.2924833,.78193367,-5.8250732,-2.7598932,408840,50.184528,1
full_time_y,No EITC Change,Low Education,Age 20-49,Excl. 2010-11,0,1,1,-4.1239243,.77858835,-5.6499577,-2.5978913,408840,50.184528,1
full_time_y,No EITC Change,Low Education,Age 20-49,Excl. 2010-11,1,0,1,-4.2403712,.65216005,-5.5186052,-2.9621377,408840,50.184528,1
full_time_y,No EITC Change,Low Education,Age 20-49,Excl. 2010-11,0,0,1,-4.0210443,.69671881,-5.3866134,-2.6554756,408840,50.184528,1
full_time_y,No EITC Change,Low Education,Age 20-49,Excl. 2010-11,1,1,0,-2.7246056,.73397493,-4.1631966,-1.2860147,408840,50.184528,1
full_time_y,No EITC Change,Low Education,Age 20-49,Excl. 2010-11,0,1,0,-2.4758134,.78655624,-4.0174637,-.93416309,408840,50.184528,1
full_time_y,No EITC Change,Low Education,Age 20-49,Excl. 2010-11,1,0,0,-2.4436684,.48388916,-3.3920913,-1.4952457,408840,50.184528,1
full_time_y,No EITC Change,Low Education,Age 20-49,Excl. 2010-11,0,0,0,-2.1197591,.49805665,-3.0959501,-1.1435679,408840,50.184528,1
employed_y,Medicaid Expansion,All Education,Age 20-64,Incl. 2010-11,1,1,1,-.25018063,.53952801,-1.3076556,.80729431,456516,74.406975,0
employed_y,Medicaid Expansion,All Education,Age 20-64,Incl. 2010-11,0,1,1,.061804965,.47332835,-.86591858,.98952854,591182,74.406975,0
employed_y,Medicaid Expansion,All Education,Age 20-64,Incl. 2010-11,1,0,1,-.99194193,.33387765,-1.6463422,-.33754176,456516,74.406975,1
employed_y,Medicaid Expansion,All Education,Age 20-64,Incl. 2010-11,0,0,1,-.54823625,.34087965,-1.2163603,.1198879,591182,74.406975,0
employed_y,Medicaid Expansion,All Education,Age 20-64,Incl. 2010-11,1,1,0,-.45928127,.54287046,-1.5233073,.60474479,456516,74.406975,0
employed_y,Medicaid Expansion,All Education,Age 20-64,Incl. 2010-11,0,1,0,-.2245944,.55130929,-1.3051605,.85597175,591182,74.406975,0
employed_y,Medicaid Expansion,All Education,Age 20-64,Incl. 2010-11,1,0,0,-1.187315,.37238091,-1.9171816,-.45744842,456516,74.406975,1
employed_y,Medicaid Expansion,All Education,Age 20-64,Incl. 2010-11,0,0,0,-.81820536,.43423992,-1.6693156,.032904908,591182,74.406975,0
employed_y,Medicaid Expansion,All Education,Age 20-49,Incl. 2010-11,1,1,1,.051605869,.57148474,-1.0685042,1.171716,369974,74.730515,0
employed_y,Medicaid Expansion,All Education,Age 20-49,Incl. 2010-11,0,1,1,.46427122,.65384263,-.81726038,1.7458028,369974,74.730515,0
employed_y,Medicaid Expansion,All Education,Age 20-49,Incl. 2010-11,1,0,1,-.47458845,.43071723,-1.3187943,.36961731,369974,74.730515,0
employed_y,Medicaid Expansion,All Education,Age 20-49,Incl. 2010-11,0,0,1,-.16650979,.55250674,-1.249423,.91640347,369974,74.730515,0
employed_y,Medicaid Expansion,All Education,Age 20-49,Incl. 2010-11,1,1,0,.089310408,.45512843,-.80274129,.9813621,369974,74.730515,0
employed_y,Medicaid Expansion,All Education,Age 20-49,Incl. 2010-11,0,1,0,.56630528,.54252344,-.49704066,1.6296512,369974,74.730515,0
employed_y,Medicaid Expansion,All Education,Age 20-49,Incl. 2010-11,1,0,0,-.43661258,.41908503,-1.2580192,.38479406,369974,74.730515,0
employed_y,Medicaid Expansion,All Education,Age 20-49,Incl. 2010-11,0,0,0,-.062531352,.53271693,-1.1066566,.98159385,369974,74.730515,0
employed_y,Medicaid Expansion,Low Education,Age 20-64,Incl. 2010-11,1,1,1,.23721348,.79959798,-1.3299986,1.8044255,264545,69.373734,0
employed_y,Medicaid Expansion,Low Education,Age 20-64,Incl. 2010-11,0,1,1,.23355198,.66689575,-1.0735637,1.5406677,346421,69.373734,0
employed_y,Medicaid Expansion,Low Education,Age 20-64,Incl. 2010-11,1,0,1,-.56073159,.53575015,-1.6108019,.4893387,264545,69.373734,0
employed_y,Medicaid Expansion,Low Education,Age 20-64,Incl. 2010-11,0,0,1,-.10937647,.51973194,-1.128051,.90929812,346421,69.373734,0
employed_y,Medicaid Expansion,Low Education,Age 20-64,Incl. 2010-11,1,1,0,-.002328374,.79800981,-1.5664276,1.5617709,264545,69.373734,0
employed_y,Medicaid Expansion,Low Education,Age 20-64,Incl. 2010-11,0,1,0,-.1537244,.76726782,-1.6575693,1.3501205,346421,69.373734,0
employed_y,Medicaid Expansion,Low Education,Age 20-64,Incl. 2010-11,1,0,0,-.77041638,.57171059,-1.8909692,.35013631,264545,69.373734,0
employed_y,Medicaid Expansion,Low Education,Age 20-64,Incl. 2010-11,0,0,0,-.46727717,.58931434,-1.6223333,.68777895,346421,69.373734,0
employed_y,Medicaid Expansion,Low Education,Age 20-49,Incl. 2010-11,1,1,1,.28669497,.89504957,-1.4676023,2.0409923,211364,69.989273,0
employed_y,Medicaid Expansion,Low Education,Age 20-49,Incl. 2010-11,0,1,1,.36946672,.88297457,-1.3611635,2.1000969,211364,69.989273,0
employed_y,Medicaid Expansion,Low Education,Age 20-49,Incl. 2010-11,1,0,1,-.31774175,.63522351,-1.5627798,.92729634,211364,69.989273,0
employed_y,Medicaid Expansion,Low Education,Age 20-49,Incl. 2010-11,0,0,1,-.21597867,.72042298,-1.6280077,1.1960504,211364,69.989273,0
employed_y,Medicaid Expansion,Low Education,Age 20-49,Incl. 2010-11,1,1,0,.4821116,.64807773,-.78812075,1.7523439,211364,69.989273,0
employed_y,Medicaid Expansion,Low Education,Age 20-49,Incl. 2010-11,0,1,0,.63256019,.67127514,-.68313903,1.9482595,211364,69.989273,0
employed_y,Medicaid Expansion,Low Education,Age 20-49,Incl. 2010-11,1,0,0,-.12979995,.60470283,-1.3150175,1.0554175,211364,69.989273,0
employed_y,Medicaid Expansion,Low Education,Age 20-49,Incl. 2010-11,0,0,0,.039709959,.6788941,-1.2909224,1.3703424,211364,69.989273,0
employed_y,No State EITC,All Education,Age 20-64,Incl. 2010-11,1,1,1,-.9929108,.32623583,-1.632333,-.35348856,1000867,74.406975,1
employed_y,No State EITC,All Education,Age 20-64,Incl. 2010-11,0,1,1,-.91517127,.34165999,-1.5848248,-.24551767,1303835,74.406975,1
employed_y,No State EITC,All Education,Age 20-64,Incl. 2010-11,1,0,1,-1.0818067,.23584227,-1.5440575,-.61955583,1000867,74.406975,1
employed_y,No State EITC,All Education,Age 20-64,Incl. 2010-11,0,0,1,-.82016784,.28157517,-1.3720552,-.26828054,1303835,74.406975,1
employed_y,No State EITC,All Education,Age 20-64,Incl. 2010-11,1,1,0,-.73098028,.37292069,-1.4619049,-.000055666766,1000867,74.406975,1
employed_y,No State EITC,All Education,Age 20-64,Incl. 2010-11,0,1,0,-.95202065,.35634902,-1.6504647,-.25357655,1303835,74.406975,1
employed_y,No State EITC,All Education,Age 20-64,Incl. 2010-11,1,0,0,-.80744159,.28047296,-1.3571686,-.25771457,1000867,74.406975,1
employed_y,No State EITC,All Education,Age 20-64,Incl. 2010-11,0,0,0,-.84940511,.29466391,-1.4269464,-.27186388,1303835,74.406975,1
employed_y,No State EITC,All Education,Age 20-49,Incl. 2010-11,1,1,1,-.59167868,.36508811,-1.3072513,.12389404,806163,74.730515,0
employed_y,No State EITC,All Education,Age 20-49,Incl. 2010-11,0,1,1,-.026421407,.48018947,-.96759278,.91474992,806163,74.730515,0
employed_y,No State EITC,All Education,Age 20-49,Incl. 2010-11,1,0,1,-.72043931,.30241627,-1.3131752,-.12770347,806163,74.730515,1
employed_y,No State EITC,All Education,Age 20-49,Incl. 2010-11,0,0,1,-.28329539,.44319761,-1.1519628,.58537191,806163,74.730515,0
employed_y,No State EITC,All Education,Age 20-49,Incl. 2010-11,1,1,0,-.33318305,.32994717,-.97987956,.31351346,806163,74.730515,0
employed_y,No State EITC,All Education,Age 20-49,Incl. 2010-11,0,1,0,.063721731,.36699328,-.65558511,.78302854,806163,74.730515,0
employed_y,No State EITC,All Education,Age 20-49,Incl. 2010-11,1,0,0,-.45436317,.26184699,-.9675833,.058856931,806163,74.730515,0
employed_y,No State EITC,All Education,Age 20-49,Incl. 2010-11,0,0,0,-.22389093,.28956088,-.79143023,.34364837,806163,74.730515,0
employed_y,No State EITC,Low Education,Age 20-64,Incl. 2010-11,1,1,1,-.6504041,.49872452,-1.6279042,.32709596,614317,69.373734,0
employed_y,No State EITC,Low Education,Age 20-64,Incl. 2010-11,0,1,1,-.76938975,.50255287,-1.7543933,.21561395,809419,69.373734,0
employed_y,No State EITC,Low Education,Age 20-64,Incl. 2010-11,1,0,1,-.60958797,.40628773,-1.4059119,.18673599,614317,69.373734,0
employed_y,No State EITC,Low Education,Age 20-64,Incl. 2010-11,0,0,1,-.42337412,.4059855,-1.2191057,.37235752,809419,69.373734,0
employed_y,No State EITC,Low Education,Age 20-64,Incl. 2010-11,1,1,0,-.36956626,.51430529,-1.3776046,.63847208,614317,69.373734,0
employed_y,No State EITC,Low Education,Age 20-64,Incl. 2010-11,0,1,0,-.51992548,.50151664,-1.5028982,.46304718,809419,69.373734,0
employed_y,No State EITC,Low Education,Age 20-64,Incl. 2010-11,1,0,0,-.30149597,.36179706,-1.0106182,.4076263,614317,69.373734,0
employed_y,No State EITC,Low Education,Age 20-64,Incl. 2010-11,0,0,0,-.098810747,.42071816,-.92341834,.72579682,809419,69.373734,0
employed_y,No State EITC,Low Education,Age 20-49,Incl. 2010-11,1,1,1,-.42725855,.53522962,-1.4763086,.62179148,489322,69.989273,0
employed_y,No State EITC,Low Education,Age 20-49,Incl. 2010-11,0,1,1,-.017582202,.58493555,-1.1640558,1.1288915,489322,69.989273,0
employed_y,No State EITC,Low Education,Age 20-49,Incl. 2010-11,1,0,1,-.50114799,.49948046,-1.4801297,.47783372,489322,69.989273,0
employed_y,No State EITC,Low Education,Age 20-49,Incl. 2010-11,0,0,1,-.25375739,.58482277,-1.40001,.89249527,489322,69.989273,0
employed_y,No State EITC,Low Education,Age 20-49,Incl. 2010-11,1,1,0,.020356255,.43963873,-.84133565,.88204819,489322,69.989273,0
employed_y,No State EITC,Low Education,Age 20-49,Incl. 2010-11,0,1,0,.56484163,.4332954,-.28441736,1.4141005,489322,69.989273,0
employed_y,No State EITC,Low Education,Age 20-49,Incl. 2010-11,1,0,0,-.02880097,.32093278,-.65782917,.60022724,489322,69.989273,0
employed_y,No State EITC,Low Education,Age 20-49,Incl. 2010-11,0,0,0,.34217253,.33857563,-.32143572,1.0057808,489322,69.989273,0
employed_y,No EITC Change,All Education,Age 20-64,Incl. 2010-11,1,1,1,-.92370689,.32376623,-1.5582887,-.28912506,1126045,74.406975,1
employed_y,No EITC Change,All Education,Age 20-64,Incl. 2010-11,0,1,1,-.9964956,.29637945,-1.5773993,-.4155919,1465433,74.406975,1
employed_y,No EITC Change,All Education,Age 20-64,Incl. 2010-11,1,0,1,-1.005276,.25969765,-1.5142833,-.49626854,1126045,74.406975,1
employed_y,No EITC Change,All Education,Age 20-64,Incl. 2010-11,0,0,1,-.77613801,.27485538,-1.3148546,-.23742148,1465433,74.406975,1
employed_y,No EITC Change,All Education,Age 20-64,Incl. 2010-11,1,1,0,-.5799672,.36794034,-1.3011303,.14119585,1126045,74.406975,0
employed_y,No EITC Change,All Education,Age 20-64,Incl. 2010-11,0,1,0,-.91264695,.36048642,-1.6192003,-.20609359,1465433,74.406975,1
employed_y,No EITC Change,All Education,Age 20-64,Incl. 2010-11,1,0,0,-.64101589,.26994854,-1.170115,-.11191674,1126045,74.406975,1
employed_y,No EITC Change,All Education,Age 20-64,Incl. 2010-11,0,0,0,-.64717788,.27611992,-1.1883729,-.10598284,1465433,74.406975,1
employed_y,No EITC Change,All Education,Age 20-49,Incl. 2010-11,1,1,1,-.53885728,.35889646,-1.2422943,.16457978,907112,74.730515,0
employed_y,No EITC Change,All Education,Age 20-49,Incl. 2010-11,0,1,1,-.041923091,.44622076,-.91651577,.83266962,907112,74.730515,0
employed_y,No EITC Change,All Education,Age 20-49,Incl. 2010-11,1,0,1,-.64414936,.31124625,-1.254192,-.034106713,907112,74.730515,1
employed_y,No EITC Change,All Education,Age 20-49,Incl. 2010-11,0,0,1,-.26546869,.42307183,-1.0946895,.56375206,907112,74.730515,0
employed_y,No EITC Change,All Education,Age 20-49,Incl. 2010-11,1,1,0,-.16467004,.32031432,-.79248607,.46314603,907112,74.730515,0
employed_y,No EITC Change,All Education,Age 20-49,Incl. 2010-11,0,1,0,.23385254,.36048219,-.47269258,.94039762,907112,74.730515,0
employed_y,No EITC Change,All Education,Age 20-49,Incl. 2010-11,1,0,0,-.2490931,.27063242,-.77953267,.28134647,907112,74.730515,0
employed_y,No EITC Change,All Education,Age 20-49,Incl. 2010-11,0,0,0,.00043870599,.29482439,-.57741708,.57829452,907112,74.730515,0
employed_y,No EITC Change,Low Education,Age 20-64,Incl. 2010-11,1,1,1,-.54915059,.47266662,-1.4755771,.377276,693509,69.373734,0
employed_y,No EITC Change,Low Education,Age 20-64,Incl. 2010-11,0,1,1,-.78799373,.44973925,-1.6694826,.093495212,912595,69.373734,0
employed_y,No EITC Change,Low Education,Age 20-64,Incl. 2010-11,1,0,1,-.60201722,.38501018,-1.3566372,.15260275,693509,69.373734,0
employed_y,No EITC Change,Low Education,Age 20-64,Incl. 2010-11,0,0,1,-.42727926,.39899439,-1.2093083,.35474974,912595,69.373734,0
employed_y,No EITC Change,Low Education,Age 20-64,Incl. 2010-11,1,1,0,-.079861253,.49281234,-1.0457734,.88605094,693509,69.373734,0
employed_y,No EITC Change,Low Education,Age 20-64,Incl. 2010-11,0,1,0,-.34578764,.50315678,-1.331975,.64039963,912595,69.373734,0
employed_y,No EITC Change,Low Education,Age 20-64,Incl. 2010-11,1,0,0,-.10274414,.34589121,-.78069091,.57520258,693509,69.373734,0
employed_y,No EITC Change,Low Education,Age 20-64,Incl. 2010-11,0,0,0,.11767984,.38171816,-.63048774,.86584747,912595,69.373734,0
employed_y,No EITC Change,Low Education,Age 20-49,Incl. 2010-11,1,1,1,-.40733707,.52864885,-1.4434888,.6288147,552713,69.989273,0
employed_y,No EITC Change,Low Education,Age 20-49,Incl. 2010-11,0,1,1,-.081171744,.55945903,-1.1777115,1.015368,552713,69.989273,0
employed_y,No EITC Change,Low Education,Age 20-49,Incl. 2010-11,1,0,1,-.55721074,.4722676,-1.4828552,.36843374,552713,69.989273,0
employed_y,No EITC Change,Low Education,Age 20-49,Incl. 2010-11,0,0,1,-.333368,.54693377,-1.4053582,.73862219,552713,69.989273,0
employed_y,No EITC Change,Low Education,Age 20-49,Incl. 2010-11,1,1,0,.2862615,.40797579,-.51337105,1.085894,552713,69.989273,0
employed_y,No EITC Change,Low Education,Age 20-49,Incl. 2010-11,0,1,0,.81624526,.43004507,-.026643079,1.6591337,552713,69.989273,0
employed_y,No EITC Change,Low Education,Age 20-49,Incl. 2010-11,1,0,0,.17027192,.3271116,-.47086683,.81141067,552713,69.989273,0
employed_y,No EITC Change,Low Education,Age 20-49,Incl. 2010-11,0,0,0,.59991932,.34890512,-.083934702,1.2837733,552713,69.989273,0
employed_y,Medicaid Expansion,All Education,Age 20-64,Excl. 2010-11,1,1,1,-.76118547,.54248524,-1.8244566,.30208564,342907,74.103447,0
employed_y,Medicaid Expansion,All Education,Age 20-64,Excl. 2010-11,0,1,1,-.3714532,.49456921,-1.3408089,.59790248,445064,74.103447,0
employed_y,Medicaid Expansion,All Education,Age 20-64,Excl. 2010-11,1,0,1,-.62302703,.2845583,-1.1807612,-.065292753,342907,74.103447,1
employed_y,Medicaid Expansion,All Education,Age 20-64,Excl. 2010-11,0,0,1,-.29510111,.27638587,-.83681738,.24661517,445064,74.103447,0
employed_y,Medicaid Expansion,All Education,Age 20-64,Excl. 2010-11,1,1,0,-1.0341457,.69137973,-2.38925,.32095855,342907,74.103447,0
employed_y,Medicaid Expansion,All Education,Age 20-64,Excl. 2010-11,0,1,0,-.65337348,.64638466,-1.9202874,.61354047,445064,74.103447,0
employed_y,Medicaid Expansion,All Education,Age 20-64,Excl. 2010-11,1,0,0,-.9692595,.37648124,-1.7071626,-.23135628,342907,74.103447,1
employed_y,Medicaid Expansion,All Education,Age 20-64,Excl. 2010-11,0,0,0,-.65497512,.43705776,-1.5116084,.20165813,445064,74.103447,0
employed_y,Medicaid Expansion,All Education,Age 20-49,Excl. 2010-11,1,1,1,-.47159815,.53415453,-1.518541,.57534474,278467,74.420486,0
employed_y,Medicaid Expansion,All Education,Age 20-49,Excl. 2010-11,0,1,1,-.20328569,.56039661,-1.301663,.89509165,278467,74.420486,0
employed_y,Medicaid Expansion,All Education,Age 20-49,Excl. 2010-11,1,0,1,-.13041459,.42744923,-.96821505,.7073859,278467,74.420486,0
employed_y,Medicaid Expansion,All Education,Age 20-49,Excl. 2010-11,0,0,1,.15882586,.44845733,-.72015047,1.0378022,278467,74.420486,0
employed_y,Medicaid Expansion,All Education,Age 20-49,Excl. 2010-11,1,1,0,-.60838515,.53442603,-1.6558602,.43908986,278467,74.420486,0
employed_y,Medicaid Expansion,All Education,Age 20-49,Excl. 2010-11,0,1,0,-.31211865,.56790984,-1.4252219,.80098462,278467,74.420486,0
employed_y,Medicaid Expansion,All Education,Age 20-49,Excl. 2010-11,1,0,0,-.27622139,.36266267,-.98704028,.43459746,278467,74.420486,0
employed_y,Medicaid Expansion,All Education,Age 20-49,Excl. 2010-11,0,0,0,.054779805,.43746343,-.80264848,.91220814,278467,74.420486,0
employed_y,Medicaid Expansion,Low Education,Age 20-64,Excl. 2010-11,1,1,1,-.28047436,.85571218,-1.9576703,1.3967216,196107,68.832588,0
employed_y,Medicaid Expansion,Low Education,Age 20-64,Excl. 2010-11,0,1,1,-.40198761,.69766414,-1.7694093,.96543407,258054,68.832588,0
employed_y,Medicaid Expansion,Low Education,Age 20-64,Excl. 2010-11,1,0,1,-.12429324,.50080913,-1.1058792,.85729265,196107,68.832588,0
employed_y,Medicaid Expansion,Low Education,Age 20-64,Excl. 2010-11,0,0,1,.17858237,.46863377,-.73993981,1.0971045,258054,68.832588,0
employed_y,Medicaid Expansion,Low Education,Age 20-64,Excl. 2010-11,1,1,0,-.66806179,1.0263205,-2.6796498,1.3435262,196107,68.832588,0
employed_y,Medicaid Expansion,Low Education,Age 20-64,Excl. 2010-11,0,1,0,-.88940817,.9135797,-2.6800244,.90120798,258054,68.832588,0
employed_y,Medicaid Expansion,Low Education,Age 20-64,Excl. 2010-11,1,0,0,-.57626551,.6076318,-1.7672238,.61469281,196107,68.832588,0
employed_y,Medicaid Expansion,Low Education,Age 20-64,Excl. 2010-11,0,0,0,-.35954258,.62808126,-1.5905819,.87149668,258054,68.832588,0
employed_y,Medicaid Expansion,Low Education,Age 20-49,Excl. 2010-11,1,1,1,-.37215364,.91704226,-2.1695564,1.4252492,156672,69.430244,0
employed_y,Medicaid Expansion,Low Education,Age 20-49,Excl. 2010-11,0,1,1,-.53065997,.79736853,-2.0935023,1.0321823,156672,69.430244,0
employed_y,Medicaid Expansion,Low Education,Age 20-49,Excl. 2010-11,1,0,1,.12519257,.58266085,-1.0168227,1.2672079,156672,69.430244,0
employed_y,Medicaid Expansion,Low Education,Age 20-49,Excl. 2010-11,0,0,1,.11869788,.54378265,-.94711608,1.1845118,156672,69.430244,0
employed_y,Medicaid Expansion,Low Education,Age 20-49,Excl. 2010-11,1,1,0,-.45761472,.89184099,-2.2056229,1.2903936,156672,69.430244,0
employed_y,Medicaid Expansion,Low Education,Age 20-49,Excl. 2010-11,0,1,0,-.53542608,.83933419,-2.180521,1.109669,156672,69.430244,0
employed_y,Medicaid Expansion,Low Education,Age 20-49,Excl. 2010-11,1,0,0,.055335391,.51722193,-.95841962,1.0690904,156672,69.430244,0
employed_y,Medicaid Expansion,Low Education,Age 20-49,Excl. 2010-11,0,0,0,.15644932,.55055124,-.92263114,1.2355298,156672,69.430244,0
employed_y,No State EITC,All Education,Age 20-64,Excl. 2010-11,1,1,1,-.89549899,.32601699,-1.5344923,-.25650567,750679,74.103447,1
employed_y,No State EITC,All Education,Age 20-64,Excl. 2010-11,0,1,1,-.80820036,.46257344,-1.7148443,.098443612,981311,74.103447,0
employed_y,No State EITC,All Education,Age 20-64,Excl. 2010-11,1,0,1,-.91879308,.15483648,-1.2222726,-.61531359,750679,74.103447,1
employed_y,No State EITC,All Education,Age 20-64,Excl. 2010-11,0,0,1,-.7725426,.31880623,-1.3974028,-.14768238,981311,74.103447,1
employed_y,No State EITC,All Education,Age 20-64,Excl. 2010-11,1,1,0,-.47842962,.40954146,-1.2811309,.32427165,750679,74.103447,0
employed_y,No State EITC,All Education,Age 20-64,Excl. 2010-11,0,1,0,-.62120819,.37501699,-1.3562415,.11382511,981311,74.103447,0
employed_y,No State EITC,All Education,Age 20-64,Excl. 2010-11,1,0,0,-.42008713,.36022276,-1.1261237,.28594947,750679,74.103447,0
employed_y,No State EITC,All Education,Age 20-64,Excl. 2010-11,0,0,0,-.53694081,.35121238,-1.2253171,.15143542,981311,74.103447,0
employed_y,No State EITC,All Education,Age 20-49,Excl. 2010-11,1,1,1,-.59837061,.3798748,-1.3429252,.14618401,605562,74.420486,0
employed_y,No State EITC,All Education,Age 20-49,Excl. 2010-11,0,1,1,-.20801409,.44060677,-1.0716033,.65557516,605562,74.420486,0
employed_y,No State EITC,All Education,Age 20-49,Excl. 2010-11,1,0,1,-.6442309,.24939309,-1.1330414,-.15542042,605562,74.420486,1
employed_y,No State EITC,All Education,Age 20-49,Excl. 2010-11,0,0,1,-.2676999,.2873092,-.83082592,.29542616,605562,74.420486,0
employed_y,No State EITC,All Education,Age 20-49,Excl. 2010-11,1,1,0,-.20010857,.39749667,-.97920203,.57898492,605562,74.420486,0
employed_y,No State EITC,All Education,Age 20-49,Excl. 2010-11,0,1,0,.084047258,.46107137,-.81965262,.98774713,605562,74.420486,0
employed_y,No State EITC,All Education,Age 20-49,Excl. 2010-11,1,0,0,-.17448632,.32844606,-.81824058,.46926796,605562,74.420486,0
employed_y,No State EITC,All Education,Age 20-49,Excl. 2010-11,0,0,0,.068747491,.33242363,-.58280283,.72029781,605562,74.420486,0
employed_y,No State EITC,Low Education,Age 20-64,Excl. 2010-11,1,1,1,-.43310761,.53823924,-1.4880565,.62184125,454344,68.832588,0
employed_y,No State EITC,Low Education,Age 20-64,Excl. 2010-11,0,1,1,-.74325019,.70613486,-2.1272745,.64077407,601637,68.832588,0
employed_y,No State EITC,Low Education,Age 20-64,Excl. 2010-11,1,0,1,-.46397832,.32529792,-1.1015623,.17360559,454344,68.832588,0
employed_y,No State EITC,Low Education,Age 20-64,Excl. 2010-11,0,0,1,-.39458087,.5095194,-1.3932389,.6040771,601637,68.832588,0
employed_y,No State EITC,Low Education,Age 20-64,Excl. 2010-11,1,1,0,.017585171,.53106225,-1.0232968,1.0584673,454344,68.832588,0
employed_y,No State EITC,Low Education,Age 20-64,Excl. 2010-11,0,1,0,-.31716806,.57780093,-1.4496579,.81532174,601637,68.832588,0
employed_y,No State EITC,Low Education,Age 20-64,Excl. 2010-11,1,0,0,.049049657,.46840388,-.86902189,.96712124,454344,68.832588,0
employed_y,No State EITC,Low Education,Age 20-64,Excl. 2010-11,0,0,0,.19951963,.51716971,-.81413305,1.2131723,601637,68.832588,0
employed_y,No State EITC,Low Education,Age 20-49,Excl. 2010-11,1,1,1,-.25000587,.65505391,-1.5339116,1.0338998,361865,69.430244,0
employed_y,No State EITC,Low Education,Age 20-49,Excl. 2010-11,0,1,1,-.18892233,.6808874,-1.5234617,1.145617,361865,69.430244,0
employed_y,No State EITC,Low Education,Age 20-49,Excl. 2010-11,1,0,1,-.35301968,.42911562,-1.1940863,.48804691,361865,69.430244,0
employed_y,No State EITC,Low Education,Age 20-49,Excl. 2010-11,0,0,1,-.21805206,.41927624,-1.0398335,.60372937,361865,69.430244,0
employed_y,No State EITC,Low Education,Age 20-49,Excl. 2010-11,1,1,0,.32178342,.57478541,-.80479598,1.4483628,361865,69.430244,0
employed_y,No State EITC,Low Education,Age 20-49,Excl. 2010-11,0,1,0,.58794624,.69763923,-.77942663,1.955319,361865,69.430244,0
employed_y,No State EITC,Low Education,Age 20-49,Excl. 2010-11,1,0,0,.27868992,.39751425,-.50043803,1.0578178,361865,69.430244,0
employed_y,No State EITC,Low Education,Age 20-49,Excl. 2010-11,0,0,0,.67688429,.42524102,-.15658812,1.5103568,361865,69.430244,0
employed_y,No EITC Change,All Education,Age 20-64,Excl. 2010-11,1,1,1,-.90155071,.27668822,-1.4438596,-.35924181,844610,74.103447,1
employed_y,No EITC Change,All Education,Age 20-64,Excl. 2010-11,0,1,1,-.99769592,.37137413,-1.7255893,-.26980263,1102976,74.103447,1
employed_y,No EITC Change,All Education,Age 20-64,Excl. 2010-11,1,0,1,-.79361266,.18478121,-1.1557838,-.43144146,844610,74.103447,1
employed_y,No EITC Change,All Education,Age 20-64,Excl. 2010-11,0,0,1,-.69924718,.28861338,-1.2649294,-.13356499,1102976,74.103447,1
employed_y,No EITC Change,All Education,Age 20-64,Excl. 2010-11,1,1,0,-.47760051,.37318984,-1.2090526,.25385159,844610,74.103447,0
employed_y,No EITC Change,All Education,Age 20-64,Excl. 2010-11,0,1,0,-.76068419,.34577274,-1.4383988,-.082969628,1102976,74.103447,1
employed_y,No EITC Change,All Education,Age 20-64,Excl. 2010-11,1,0,0,-.26348004,.32681182,-.90403122,.37707114,844610,74.103447,0
employed_y,No EITC Change,All Education,Age 20-64,Excl. 2010-11,0,0,0,-.33536598,.32194403,-.96637625,.29564431,1102976,74.103447,0
employed_y,No EITC Change,All Education,Age 20-49,Excl. 2010-11,1,1,1,-.6109736,.3419376,-1.2811713,.059224077,681382,74.420486,0
employed_y,No EITC Change,All Education,Age 20-49,Excl. 2010-11,0,1,1,-.26697451,.36639839,-.98511535,.45116633,681382,74.420486,0
employed_y,No EITC Change,All Education,Age 20-49,Excl. 2010-11,1,0,1,-.49950868,.26041573,-1.0099235,.010906165,681382,74.420486,0
employed_y,No EITC Change,All Education,Age 20-49,Excl. 2010-11,0,0,1,-.19527373,.28379735,-.75151652,.3609691,681382,74.420486,0
employed_y,No EITC Change,All Education,Age 20-49,Excl. 2010-11,1,1,0,-.19989988,.35635087,-.89834756,.49854782,681382,74.420486,0
